CODIGO;GRUP;ESTMIN  ;ESTAMAX  ;SALDO   ;PRECOCUSTO ;PREVENDA;UN;CUSTOMED;DESCRICAO
006293;JOGO SOCCER GAME(TOTà)                            ;0014;00000000;00000000;00000000;000000145000;00008990;UN;00000000
006294;KIT DA MAMAE C/5PE€AS                             ;0007;00000000;00000000;00000100;000000015000;00000990;UN;00000000
006295;TRAVESSA ALUM.ARARA N04                           ;0008;00000000;00000000;00000600;000000018000;00001190;UN;00000000
006296;TRAVESSA ALUM.ARARA N03                           ;0008;00000000;00000000;00000600;000000014000;00000890;UN;00000000
006297;TRAVESSA ALUM.ARARA N02                           ;0008;00000000;00000000;00000600;000000010000;00000690;UN;00000000
006298;FIO FLEXIVEL  4,0MM                               ;0022;00000000;00000000;00036800;000000011697;00000180;MT;00000000
006299;GANCHO C/BUCHA 06                                 ;0017;00000000;00000000;00000100;000000000766;00000025;UN;00000000
006300;PITAO C/BUCHA 06                                  ;0017;00000000;00000000;00008600;000000001283;00000025;UN;00000000
006301;PINO ADAPT.20AMP/10AMP.                           ;0022;00000000;00000000;00001800;000000020000;00000450;UN;00000000
006302;PINCEL TIGRE RED.266/10                           ;0023;00000000;00000000;00000000;000000012412;00000185;UN;00000000
006303;PINCEL TIGRE RED.266/16                           ;0023;00000000;00000000;00000800;000000018494;00000275;UN;00000000
006304;REG.ESF.DUDA SOLD 32MM                            ;0021;00000000;00000000;00000100;000000051580;00000780;UN;00000000
006305;BICO P/TORNEIRA 1\2X1\2 LUCONI                    ;0042;00000000;00000000;00001400;000000003200;00000050;UN;00000000
006306;BICO P/TORNEIRA 3/4X1/2 LUCONI                    ;0042;00000000;00000000;00002900;000000003000;00000050;UM;00000000
006307;TELEFONE TELEJI C/IDENT.(461)                     ;0010;00000000;00000000;00000000;000000378050;00005725;UN;00000000
006308;TELEFONE TELEJI KXT 3026                          ;0010;00000000;00000000;00000000;000000157700;00002370;UN;00000000
006309;BARBANTE ALGODAO 8F 200GRS                        ;0001;00000000;00000000;00000400;000000029900;00000480;RL;00000000
006310;ESCADA ALUM.BOTAFOGO 9DEGRAUS                     ;0025;00000000;00000000;00000000;000001316950;00021290;UN;00000000
006311;ESCADA ALUM.BOTAFOGO EXTENS.3X1(7X2)              ;0025;00000000;00000000;00000000;000002074700;00033690;UN;00000000
006312;ESCADA ALUM.BOTAFOGO 5DEGRAUS                     ;0025;00000000;00000000;00000300;000000693640;00011390;UN;00000000
006313;ESCADA ALUM.BOTAFOGO 7DEGRAUS                     ;0025;00000000;00000000;00000100;000000967500;00016690;UN;00000000
006314;PE€A EUCALIPTO 6X12                               ;0025;00000000;00000000;00000750;000000052758;00001790;MT;00000000
006315;RIPA EUCALIPTO 3X5                                ;0025;00000000;00000000;00000000;000000010997;00000190;MT;00000000
006316;CILINDRO FECHAD.3F ALIANCA                        ;0017;00000000;00000000;00000600;000000110430;00001660;UN;00000000
006317;CILINDRO FECHAD.3F SOPRANO                        ;0017;00000000;00000000;00000000;000000108900;00001690;UN;00000000
006318;PUXADOR AL€A ZINCADO JL810                        ;0017;00000000;00000000;00000100;000000051500;00000795;  ;00000000
006319;SILICONE  50GR POLYSTIC                           ;0013;00000000;00000000;00000000;000000020683;00000420;UN;00000000
006320;ABRA€ADEIRA S/F CARTELADA 6P€S                    ;0017;00000000;00000000;00000400;000000029900;00000450;UN;00000000
006321;PAQUIMETRO PLASTICO WESTERN(1944)                 ;0016;00000000;00000000;00000100;000000029800;00000450;UN;00000000
006322;TORN.VIQUA COZ.BICA HORIZ.MARUJA 1110902          ;0030;00000000;00000000;00000000;000000142950;00002150;UN;00000000
006323;DUCHA HIGIENICA.VIQUA MARUJA                      ;0030;00000000;00000000;00000400;000000190750;00003130;UN;00000000
006324;TORN.VIQUA LAV MESA.MARUJA 1130302                ;0030;00000000;00000000;00000000;000000079766;00001240;UN;00000000
006325;TORN.VIQUA COZ/PAREDE.MARUJA CROMADA 1130401      ;0030;00000000;00000000;00000400;000000197866;00003450;UN;00000000
006326;TORN.VIQUA COZ/PAREDE.MARUJA 1130402              ;0030;00000000;00000000;00000200;000000120716;00002150;  ;00000000
006327;TORN.VIQUA COZ/MESA.MARUJA BCA 1130502            ;0030;00000000;00000000;00000200;000000133700;00001990;UN;00000000
006328;TORN.VIQUA LAV/MESA B.ALTA.MARUJA CROM.1130701    ;0030;00000000;00000000;00000100;000000227000;00003450;UN;00000000
006329;TORN.VIQUA COZ/PAREDE BICA LONGA.MARUJA 1130802   ;0030;00000000;00000000;00000000;000000122016;00001990;UN;00000000
006330;TORN.VIQUA LAV/MESA BICA ALTA.MARUJA 1130702      ;0030;00000000;00000000;00000100;000000105316;00001810;UN;00000000
006331;TORN.VIQUA TANQUE 10CMC/B.MANG.MARUJA 1130922     ;0030;00000000;00000000;00000400;000000073716;00001130;UN;00000000
006332;TORN.VIQUA PIA LONGA 15CM.MARUJA 1130952          ;0030;00000000;00000000;00000000;000000095616;00001450;UN;00000000
006333;TORN.VIQUA TANQUE DERIV.MAQ LAV.MARUJA 1130982    ;0030;00000000;00000000;00000000;000000111350;00001850;UN;00000000
006334;REG.VIQUA PRES.C/CAN.20 MARUJA                    ;0030;00000000;00000000;00000200;000000044027;00000795;UN;00000000
006335;REG.VIQUA PRES.C/CAN.25 MARUJA                    ;0030;00000000;00000000;00000100;000000044271;00000850;UN;00000000
006336;KIT ACESSORIOS.VIQUA 5P€S.ATLANTIS                ;0021;00000000;00000000;00000100;000000227780;00003490;UN;00000000
006337;SILICONE 280GR TYTAN CARTUCHO                     ;0013;00000000;00000000;00000000;000000075500;00001140;  ;00000000
006338;LIMA ENXADA STARRET 8"                            ;0016;00000000;00000000;00000000;000000056108;00000840;UN;00000000
006339;CARRINHO CONST.METALOSA GALVANIZADO               ;0016;00000000;00000000;00000000;000000668422;00011690;UN;00000000
006340;TUBO SOLDA CORR 32MMX6MT                          ;0041;00000000;00000000;00000200;000000146442;00002790;VR;00000000
006341;TUBO SOLDA CORR 32MMX3MT                          ;0041;00000000;00000000;00000100;000000000000;00001450;VR;00000000
006342;SOMBRINHA XADREZ GIGANTE                          ;0004;00000000;00000000;00000200;000000189000;00002890;UN;00000000
006343;LANTERNA RECARREG.07LEDS                          ;0022;00000000;00000000;00000000;000000099000;00001490;UN;00000000
006344;LANTERNA RECARREG.09LEDS                          ;0022;00000000;00000000;00000000;000000163626;00002460;UN;00000000
006345;LANTERNA RECARREG.19LEDS                          ;0022;00000000;00000000;00000000;000000200000;00003590;UN;00000000
006346;ESGUICHO MANG.HERC                                ;0042;00000000;00000000;00000000;000000026152;00000390;UN;00000000
006347;MA€ARICO MACHADINHA CARBOGRAFITE                  ;0016;00000000;00000000;00000100;000000448100;00006695;UN;00000000
006348;LANTERNA CHAVEIRO                                 ;0022;00000000;00000000;00000000;000000042000;00000650;UN;00000000
006349;LIMA ENXADA PACETTA 8"                            ;0016;00000000;00000000;00000400;000000032575;00000490;UN;00000000
006350;LIMA SERROTE TRIANG.4"PACETTA                     ;0016;00000000;00000000;00001100;000000029200;00000450;UN;00000000
006351;BROXA RETANG.COMPEL                               ;0023;00000000;00000000;00000000;000000016825;00000250;UN;00000000
006352;MULTIMETRO DIGITAL FOXLUX                         ;0022;00000000;00000000;00000000;000000145500;00003270;  ;00000000
006353;MANTA ASFALTICA 30CM.                             ;0013;00000000;00000000;00003150;000000069400;00001295;MT;00000000
006354;CHURRASQUEIRA VERANEIO                            ;0018;00000000;00000000;00000000;000000440000;00006600;UN;00000000
006355;CHURRASQUEIRA COPA 14                             ;0018;00000000;00000000;00000200;000000720000;00010890;UN;00000000
006356;CHURRASQUEIRA SUPER COPA                          ;0018;00000000;00000000;00000000;000001180000;00019290;UN;00000000
006357;IRRIGADOR GIRATORIO HERC                          ;0017;00000000;00000000;00000000;000000078800;00001195;UN;00000000
006358;PORTA ELETRODO 300A BRASFORT                      ;0016;00000000;00000000;00000000;000000074800;00001120;UN;00000000
006359;FECHAD.SOPRANO.INT.METALIX                        ;0017;00000000;00000000;00000000;000000115900;00001750;UN;00000000
006360;ROLO ROMA ESPUMA 15CM - 440/15                    ;0023;00000000;00000000;00002300;000000016100;00000250;UN;00000000
006361;REJUNTE QUARTZ.CARAMELO                           ;0026;00000000;00000000;00005300;000000038967;00000590;SC;00000000
006362;REJUNTE QUARTZ.PRETO                              ;0026;00000000;00000000;00003900;000000037700;00000590;SC;00000000
006363;PISO S.MARINO 42111 42X42 PEI4                    ;0027;00000000;00000000;00000000;000000067004;00001090;MT;00000000
006364;PISO S.MARINO 42323 42X42 PEI4                    ;0027;00000000;00000000;00000000;000000062148;00001090;MT;00000000
006365;PISO S.MARINO 42331 42X42 PEI5                    ;0027;00000000;00000000;00000000;000000067004;00001090;MT;00000000
006366;PISO S.MARINO 42003 42X42 PEI4                    ;0027;00000000;00000000;00000000;000000067004;00001090;MT;00000000
006367;PISO S.MARINO 42322 42X42 PEI4                    ;0027;00000000;00000000;00000000;000000067004;00001090;MT;00000000
006368;PARAF.SEXTAV.S/P 1/4X3"                           ;0028;00000000;00000000;00003600;000000002010;00000040;UN;00000000
006369;PARAF.SEXTAV.S/P 5/16X3                           ;0028;00000000;00000000;00005100;000000003775;00000060;UN;00000000
006370;SOQUETE C/RAB.FOXLUX                              ;0022;00000000;00000000;00000000;000000012884;00000195;UN;00000000
006371;SERRA MARMORE FERRARI                             ;0016;00000000;00000000;00000000;000001499000;00022485;UN;00000000
006372;FIXADOR FIO 10-12 C/15                            ;0022;00000300;00000000;00001900;000000013890;00000230;CT;00000000
006373;GONZO 5/8                                         ;0017;00000300;00000000;00006700;000000014989;00000280;UN;00000000
006374;INTER.EXT.PERLEX RETANG.1TECL.SIMP                ;0022;00000300;00000000;00000000;000000016000;00000250;UN;00000000
006375;PARAF.SEXT.SOBER.5/16X90                          ;0028;00000300;00000000;00005400;000000003694;00000060;UN;00000000
006376;CAIXA CORREIO COLONIAL 040                        ;0017;00000300;00000000;00000000;000000389500;00006490;UN;00000000
006377;TOM.EXTERNA PERLEX 2P+T 10AMP                     ;0022;00000300;00000000;00000000;000000029725;00000450;UN;00000000
006378;TOM.EXTERNA PERLEX 2P+T 20AMP                     ;0022;00000300;00000000;00000000;000000027606;00000450;UN;00000000
006379;VARAL CHAO A€O 1,00MT                             ;0017;00000200;00000000;00000000;000000427500;00006450;UN;00000000
006380;GRAMPO DE FIXA€AO 3"                              ;0016;00000100;00000000;00000100;000000059733;00000950;UN;00000000
006381;GRAMPO DE FIXA€AO 4"                              ;0016;00000100;00000000;00000200;000000100166;00001580;UN;00000000
006382;CAIXA CORREIO COLONIAL 041                        ;0017;00006759;00000000;00000000;000000675900;00010990;UN;00000000
006383;CAIXA CORREIO COLONIAL 045                        ;0017;00000000;00000000;00000000;000000563200;00008490;UN;00000000
006384;BIFEIRA ALCOOL 25X35 C/1 QUEIMADOR                ;0018;00000000;00000000;00000100;000000752400;00011290;UN;00000000
006385;GRELHA CHURRASCO MOR 01 56.5X22                   ;0018;00000000;00000000;00000200;000000108400;00001690;UN;00000000
006386;FORNO CHAPA FRENTE ALUM.FA-02                     ;0018;00000000;00000000;00000000;000001262300;00018900;UN;00000000
006387;GRADE P/FORNO 05E06                               ;0017;00000000;00000000;00000000;000000307300;00004590;UN;00000000
006388;SUPORTE PIA/TANQUE PARAF.46CM MC23                ;0017;00000000;00000000;00000000;000000084900;00001290;UN;00000000
006389;ALGARISMO COLONIAL N.0                            ;0017;00000000;00000000;00000000;000000017250;00000290;UN;00000000
006390;ALGARISMO COLONIAL N.1                            ;0017;00000000;00000000;00000000;000000017250;00000290;UN;00000000
006391;ALGARISMO COLONIAL N.2                            ;0017;00000000;00000000;00000000;000000017250;00000290;UN;00000000
006392;ALGARISMO COLONIAL N.3                            ;0017;00000000;00000000;00000000;000000017250;00000290;UN;00000000
006393;ALGARISMO COLONIAL N.4                            ;0017;00000000;00000000;00000400;000000017250;00000290;UN;00000000
006394;ALGARISMO COLONIAL N.5                            ;0017;00000000;00000000;00000400;000000017250;00000290;UN;00000000
006395;ALGARISMO COLONIAL N.6/9                          ;0017;00000000;00000000;00000200;000000017250;00000290;UN;00000000
006396;ALGARISMO COLONIAL N.7                            ;0017;00000000;00000000;00000000;000000017250;00000290;UN;00000000
006397;ALGARISMO COLONIAL N.8                            ;0017;00000000;00000000;00000500;000000017250;00000290;UN;00000000
006398;CADEIRA CAMPING KALA APOIO BRA€O                  ;0012;00000000;00000000;00000200;000000336433;00008290;UN;00000000
006399;CAIXA LUZ PLAST.4X2 TRAMONTINA                    ;0022;00000000;00000000;00004300;000000007100;00000120;UN;00000000
006400;PORTA CRV STAND MISTA FLOR PTG 80 R065            ;0025;00000000;00000000;00000100;000001881100;00031900;UN;00000000
006401;PORTA CRV STAND MIS.LAM.80 R065                   ;0025;00000000;00000000;00000000;000001413800;00023990;UN;00000000
006402;PORTA CRV STAND LAM.FECH.80 R065                  ;0025;00000000;00000000;00000000;000001195100;00022490;UN;00000000
006403;JAN.CRV VEN.STAND.120X100 FLOR R070               ;0025;00000000;00000000;00000000;000001051800;00019900;UN;00000000
006404;JAN.CRV VITRO CORR STAND.120X100 FLOR R070        ;0025;00000000;00000000;00000000;000000952200;00018300;UN;00000000
006405;VITRO CRV BASC.STAND 60X40 FLOR R120              ;0025;00000000;00000000;00000000;000000454500;00008800;UN;00000000
006406;KIT REPARO DE BICICLETA C/10P€S WESTERN           ;0015;00000000;00000000;00000000;000000053500;00000810;UN;00000000
006407;VARA DE PESCA MOLINETE VP-01 WESTERN              ;0012;00000000;00000000;00000000;000000237500;00003560;UN;00000000
006408;PAN.PRESSAO PANELUX 7,0LT                         ;0008;00000000;00000000;00000200;000000386704;00005890;UN;00000000
006409;PAN.PRESSAO PANELUX 4,5LT                         ;0008;00000000;00000000;00000000;000000286269;00004790;UN;00000000
006410;SANDUICHEIRA GRILL SNACK 127V 800W                ;0010;00000000;00000000;00000000;000000297259;00004450;UN;00000000
006411;JOGO COPOS CIV BRASILIS CRISTAL                   ;0007;00000000;00000000;00000000;000000063332;00000950;JG;00000000
006412;AGUA RAZ 0,900ML PIT BULL(NATRIELLI)              ;0023;00000000;00000000;00000000;000000059000;00000990;UN;00000000
006413;AGUA RAZ 0,450ML PIT BULL(NATRIELLI)              ;0023;00000000;00000000;00000000;000000038737;00000650;UN;00000000
006414;THINNER PIT BULL(NATRIELLI)0,900ML                ;0023;00000000;00000000;00000800;000000067840;00001160;UN;00000000
006415;THINNER PIT BULL(NATRIELLI)0,450ML                ;0023;00000000;00000000;00000800;000000041170;00000750;UN;00000000
006416;CAMPAINHA S/FIO FOXLUX BIVOLT                     ;0022;00000000;00000000;00000000;000000403250;00006050;UN;00000000
006417;DUREPOXI LIQUIDO(10 MINUTOS)                      ;0013;00000000;00000000;00000000;000000088900;00001460;UN;00000000
006418;FIO TELEFONE(FE)EXTERNO                           ;0022;00000000;00000000;00010700;000000006099;00000100;MT;00000000
006419;COLHER PEDREIRO TRAMONTINA 10"                    ;0016;00000000;00000000;00000900;000000119180;00001790;UN;00000000
006420;COLHER PEDREIRO TRAMONTINA  9"                    ;0016;00000000;00000000;00000100;000000093100;00001680;UN;00000000
006421;COLHER PEDREIRO TRAMONTINA  8"                    ;0016;00000000;00000000;00000000;000000091467;00001570;UN;00000000
006422;COLHER PEDREIRO TRAMONTINA  7"                    ;0016;00000000;00000000;00000300;000000084600;00001440;UN;00000000
006423;REJUNTE QUARTZ.CINZA ARTICO                       ;0026;00000000;00000000;00004600;000000038798;00000590;SC;00000000
006424;REJUNTE QUARTZ.CINZA OUTONO                       ;0026;00000000;00000000;00003500;000000037700;00000590;SC;00000000
006425;FORMILIX 500ML S/PULVERIZADOR                     ;0018;00000000;00000000;00000000;000000172964;00002595;UN;00000000
006426;FORMILIX 250ML C/PULVERIZADOR                     ;0018;00000000;00000000;00000000;000000117831;00001770;UN;00000000
006427;ARGAMIL MULTI-USO 20KG                            ;0026;00000000;00000000;00002700;000000073856;00001150;UN;00000000
006428;TUBO SOLDA CASTOR 20MMX3MT                        ;0041;00000000;00000000;00000000;000000022740;00000450;UN;00000000
006429;TUBO SOLDA CASTOR 20MMX6MT                        ;0041;00000000;00000000;00005000;000000049000;00000890;UN;00000000
006430;TUBO SOLDA CASTOR 25MMX3MT                        ;0041;00000000;00000000;00000000;000000027790;00000680;UN;00000000
006431;TUBO SOLDA CASTOR 25MMX6MT                        ;0041;00000000;00000000;00003000;000000069000;00001250;UN;00000000
006432;TUBO SOLDA CASTOR 50MMX3MT                        ;0041;00000000;00000000;00000100;000000100570;00001950;UN;00000000
006433;TUBO SOLDA CASTOR 50MMX6MT                        ;0041;00000000;00000000;00000600;000000230000;00003690;UN;00000000
006434;TUBO ESG.CASTOR  50MMX3MT                         ;0041;00000000;00000000;00000100;000000064500;00001250;UN;00000000
006435;TUBO ESG.CASTOR  75MMX3MT                         ;0041;00000000;00000000;00000000;000000075000;00001495;UN;00000000
006436;TUBO ESG.CASTOR 100MMX3MT                         ;0041;00000000;00000000;00001600;000000105000;00001550;UN;00000000
006437;TUBO ESG.CASTOR 100MMX6MT                         ;0041;00000000;00000000;00004600;000000209000;00003190;UN;00000000
006438;DISCO B.CORTE DIAM.TURBO SECO                     ;0016;00000000;00000000;00000000;000000083250;00001450;UN;00000000
006439;TA€A VINHO BCO NADIR 220ML                        ;0007;00000000;00000000;00001000;000000038216;00000610;UN;00000000
006440;JARRA LEITEIRA CIV 460ML                          ;0007;00000000;00000000;00000000;000000035416;00000690;UN;00000000
006441;JARRA VIDRO CIV 1,0LT                             ;0007;00000000;00000000;00000100;000000033200;00000695;UN;00000000
006442;KIT 3POTES OCTOG VIDRO INVICTA                    ;0007;00000000;00000000;00000000;000000143300;00002190;JG;00000000
006443;ASSADEIRA OVAL 1600L NADIR                        ;0007;00000000;00000000;00000000;000000145400;00002190;UN;00000000
006444;ASSADEIRA QUADRADA 1500L NADIR                    ;0007;00000000;00000000;00000300;000000117900;00001780;UN;00000000
006445;ARRUELA LISA 3/4                                  ;0017;00000000;00000000;00005400;000000003638;00000065;UN;00000000
006446;TABUA CARNE MADEIRA (24X44)                       ;0007;00000000;00000000;00000000;000000087426;00001300;UN;00000000
006447;CAIXA ISOPOR  13LT                                ;0012;00000000;00000000;00000100;000000123800;00001860;UN;00000000
006448;CAIXA ISOPOR  35LT                                ;0012;00000000;00000000;00000000;000000273500;00004150;UN;00000000
006449;COPO LONG DRINK 300ML NADIR                       ;0007;00000000;00000000;00002200;000000025800;00000390;UN;00000000
006450;COPO FREVO 220ML NADIR                            ;0007;00000000;00000000;00003600;000000033200;00000495;UN;00000000
006451;COPO SUCO LIGHTS 260ML NADIR                      ;0007;00000000;00000000;00002700;000000032120;00000490;UN;00000000
006452;SERRA MARMORE TORK                                ;0016;00000000;00000000;00000000;000001691900;00025500;UN;00000000
006453;MARRETA WAG 1,0KG                                 ;0016;00000000;00000000;00000000;000000094500;00001420;UN;00000000
006454;LUVA CORRER ESG 100                               ;0038;00000000;00000000;00001200;000000058420;00000870;UN;00000000
006455;CAIXA DESC.PLASTUBOS                              ;0021;00000000;00000000;00000000;000000114370;00001790;UN;00000000
006456;PINO MACHO FC                                     ;0022;00000000;00000000;00000000;000000013743;00000210;UN;00000000
006457;PINO 3 SAIDAS FC                                  ;0022;00000000;00000000;00000100;000000027526;00000430;UN;00000000
006458;CONJ.ILUMI 4X2 CINZA 2TC+1TOM                     ;0022;00000000;00000000;00000300;000000056000;00000870;UN;00000000
006459;LUVA RASPA CANO LONGO                             ;0018;00000000;00000000;00001700;000000089600;00001450;PR;00000000
006460;EXTENSAO ELET.LIGA€AO 10MT                        ;0022;00000000;00000000;00000000;000000108300;00001625;UN;00000000
006461;EXTENSAO ELET.LIGA€AO 05MT                        ;0022;00000000;00000000;00000000;000000065000;00000975;UN;00000000
006462;PINO FEMEA PERLEX 2P 10A                          ;0022;00000000;00000000;00000300;000000016965;00000280;UN;00000000
006463;ARGAMIL PISO SOBRE PISO 20KG                      ;0026;00000000;00000000;00000000;000000182000;00002740;SC;00000000
006464;VARAL A€O PLAST.20MTS                             ;0018;00000000;00000000;00001500;000000035475;00000535;UN;00000000
006465;ESCADA ALUM.ALUMASA 6DEGRAUS                      ;0025;00000000;00000000;00000000;000000628840;00009490;UN;00000000
006466;ESCADA ALUM.ALUMASA 7DEGRAUS                      ;0025;00000000;00000000;00000000;000000712550;00010690;UN;00000000
006467;ESCADA ALUM.ALUMASA 8DEGRAUS                      ;0025;00000000;00000000;00000000;000000791700;00011890;UN;00000000
006468;ESCADA ALUM.ALUMASA 9DEGRAUS                      ;0025;00000000;00000000;00000000;000000870880;00013090;UN;00000000
006469;TANQUE ASTRA PLAST.15LTS 49X43X28 (TQ0)           ;0031;00000000;00000000;00000000;000000226700;00004650;UN;00000000
006470;PONTEIRO NP.ACO 3/4 12"                           ;0016;00000000;00000000;00000400;000000058763;00001390;UN;00000000
006471;TALHADEIRA LM.INOX 3/4 12"                        ;0016;00000000;00000000;00000000;000000050000;00001390;UN;00000000
006472;TORQUES ARMADOR 12"INOX.LM                        ;0016;00000000;00000000;00000000;000000130000;00001950;16;00000000
006473;SELADOR ACRIL.COQUEIRO BARRICA 18LT               ;0023;00000000;00000000;00000300;000000377009;00005990;LT;00000000
006474;COLUNA POP  8,0MM-07X27-6MT                       ;0033;00000000;00000000;00000300;000000409900;00006490;LT;00000000
006475;COLUNA POP  8,0MM-07X20-6MT                       ;0033;00000000;00000000;00001600;000000388120;00006190;UN;00000000
006476;AGUA RAZ 5LTS                                     ;0023;00000000;00000000;00000000;000000315000;00004950;LT;00000000
006477;PORTA LISA MDF 210X60                             ;0025;00000000;00000000;00000700;000000520000;00007900;LT;00000000
006478;VERNIZ SPARLACK MARIT.BRILH.3,600ML               ;0023;00000000;00000000;00000000;000000397500;00006990;UN;00000000
006479;PORTA PVC SANF.CONFIBRA 70 BRANCA                 ;0025;00000000;00000000;00000000;000000509000;00007950;LT;00000000
006480;TELHA PLAST.COL.ARAFORROS 0.88X2.30               ;0032;00000000;00000000;00000000;000000694324;00011000;UN;00000000
006481;MINI TORNO 60MM                                   ;0016;00000000;00000000;00000000;000000180700;00002800;UN;00000000
006482;CAIXA DESC.DUDA 9LT BRANCA                        ;0021;00000000;00000000;00000000;000000133929;00002090;UN;00000000
006483;ARMARIO DUDA BANHEIRO                             ;0021;00000000;00000000;00000000;000000186130;00002790;UN;00000000
006484;ASSENTO DUDA BASICO BRANCO                        ;0021;00000000;00000000;00000100;000000097400;00001490;UN;00000000
006485;REG.ESF.DUDA SOLD 20MM                            ;0021;00000000;00000000;00000100;000000023223;00000350;UN;00000000
006486;REG.ESF.DUDA SOLD 25MM                            ;0021;00000000;00000000;00000800;000000029447;00000440;UN;00000000
006487;PINO 3 SAIDAS ILUMI REF:1225                      ;0022;00000000;00000000;00000000;000000034440;00000520;UN;00000000
006488;OCULOS SEGURAN€A FUME DISMA                       ;0018;00000000;00000000;00000000;000000043300;00000650;UN;00000000
006489;OCULOS SEGURAN€A INCOLOR DISMA                    ;0018;00000000;00000000;00000000;000000046900;00000690;UN;00000000
006490;PENEIRA A.PLAST.FEIJAO 55                         ;0016;00000000;00000000;00000900;000000085970;00001580;UN;00000000
006491;GLASURIT ESM.SINT.3600ML BRANCO                   ;0023;00000000;00000000;00000400;000000436200;00006790;LT;00000000
006492;GLASURIT LATEX ACRIL 3,600ML TREVO SORTE          ;0023;00000000;00000000;00000200;000000228800;00003690;LT;00000000
006493;TELEFONE MULTITOC C/CHAVE                         ;0010;00000000;00000000;00000400;000000376100;00005990;UN;00000000
006494;JIMO CUPIM 500ML                                  ;0018;00000000;00000000;00000500;000000141500;00002290;LT;00000000
006495;REBITE 3.2X15-1/8X5/8 (315)                       ;0017;00000000;00000000;00091800;000000000293;00000005;UN;00000000
006496;PINO 3 SAIDAS T                                   ;0022;00000000;00000000;00002400;000000030000;00000500;UN;00000000
006497;JOELHO SOLDA 45 50MM                              ;0037;00000000;00000000;00000300;000000020974;00000320;UN;00000000
006498;CAP SOLDA 50MM                                    ;0037;00000000;00000000;00000500;000000014085;00000320;UN;00000000
006499;REG.ESF.FORTLEV SOLD.25MM                         ;0037;00000000;00000000;00002100;000000052646;00000790;UN;00000000
006500;REG.ESF.FORTLEV SOLD.32MM                         ;0037;00000000;00000000;00000100;000000057933;00000850;UN;00000000
006501;REG.ESF.FORTLEV SOLD.50MM                         ;0037;00000000;00000000;00000500;000000184725;00002770;UN;00000000
006502;CAIXA SIFON.FORTLEV 100X100X50                    ;0021;00000000;00000000;00000400;000000051234;00000890;UN;00000000
006503;DACAR ESM.SINT.STANDARD 900ML BRANCO              ;0023;00000000;00000000;00000000;000000085766;00001600;LT;00000000
006504;TUBO SOLDA KRONA 20MMX6MT                         ;0037;00000000;00000000;00000000;000000064460;00000970;MT;00000000
006505;TUBO SOLDA KRONA 20MMX3MT                         ;0037;00000000;00000000;00000000;000000000000;00000500;MT;00000000
006506;REG.VIQUA PRESSAO 1/2 MARUJA                      ;0030;00000000;00000000;00000000;000000047749;00000790;UN;00000000
006507;FORRO PVC ECOPLAX 8MM BRANCO                      ;0025;00000000;00000000;00000180;000000093457;00001460;Mý;00000000
006508;FORRO PVC ECOPLAX 8MM CEREJEIRA                   ;0025;00000000;00000000;00007200;000000181755;00002890;M2;00000000
006509;SANCA COLON.ECOPLAX BCA C/6MT                     ;0018;00000000;00000000;00000000;000000097400;00001520;UN;00000000
006510;SANCA COLON.ECOPLAX CEREJ.C/6MT                   ;0025;00000000;00000000;00001900;000000173600;00002690;UN;00000000
006511;PINO ADAPT.2P+T ILUMI ANT.P/NOVO                  ;0022;00000000;00000000;00000000;000000028402;00000475;UN;00000000
006512;PINO MACHO ILUMI 2P 10A (1401)                    ;0022;00000000;00000000;00000900;000000015790;00000240;UN;00000000
006513;TOM.EMB.4X2 ILUMI CINZA 2P+T 20A 13141            ;0022;00000000;00000000;00000100;000000031780;00000480;UN;00000000
006514;PINO FEMEA ILUMI 2P 10AMP (1429)                  ;0022;00000000;00000000;00000900;000000017780;00000300;UN;00000000
006515;MANTA ASFALTICA 15CM                              ;0013;00000000;00000000;00002450;000000028620;00000590;MT;00000000
006516;ESCOVA ACO REDONDA 6  HF                          ;0016;00000000;00000000;00000000;000000090600;00001390;UN;00000000
006517;JOGO CHAVE TORX 10PCS                             ;0016;00000000;00000000;00000000;000000041900;00000690;JG;00000000
006518;PLAFON OCTAGONAL C/SOQ.LOU€A                      ;0022;00000000;00000000;00000000;000000023900;00000600;UN;00000000
006519;CAIXA TERMICA 15LT OBBA                           ;0007;00000000;00000000;00000300;000000688500;00010390;UN;00000000
006520;CAIXA TERMICA 34LT INVICTA                        ;0007;00000100;00000000;00000100;000000847400;00014500;UN;00000000
006521;CAMPAINHA S/FIO BRASFORT                          ;0022;00000000;00000000;00000000;000000407150;00006110;UN;00000000
006522;VEDA PORTA 80CM                                   ;0017;00000000;00000000;00000100;000000034850;00000540;UN;00000000
006523;CADEADO PADO 20MM                                 ;0017;00000000;00000000;00001400;000000073920;00001100;UN;00000000
006524;CADEADO PADO 25MM                                 ;0017;00000000;00000000;00001000;000000085940;00001295;UN;00000000
006525;CADEADO PADO 30MM                                 ;0017;00000000;00000000;00000900;000000100270;00001495;UN;00000000
006526;CADEADO PADO 35MM                                 ;0017;00000000;00000000;00000200;000000111720;00001890;UN;00000000
006527;CADEADO PADO 60MM                                 ;0017;00000000;00000000;00000300;000000317440;00005150;UN;00000000
006528;SUPORTE PRATEL.ACO 25CM                           ;0017;00000000;00000000;00000000;000000039883;00000600;UN;00000000
006529;DESEMPEN.PLASTICA LISA 18X30                      ;0016;00000000;00000000;00000100;000000043748;00000690;UN;00000000
