CODIGO,GRUP,ESTMIN  ,ESTAMAX  ,SALDO   ,PRECOCUSTO ,PREVENDA,UN,CUSTOMED,DESCRICAO
001127,0022,00001200,00000000,00002400,000000016300,00000250,UN,00000000,CAIXA LUZ LAJE 25CM BRANCA                        
001128,0008,00000000,00000000,00000000,000000125400,00002565,UN,00001481,FRIGID.FRANCE.ANTIAD.SAO JORGE 20                 
001129,0022,00002000,00000000,00000000,000000007100,00000110,UN,00000071,CAIXA LUZ FERRO FMD                               
001130,0022,00000600,00000000,00000000,000000006000,00000090,UN,00000000,CAIXA LUZ PLAST.TIGRE 4X4                         
001131,0022,00020000,00000000,00000000,000000003337,00000075,MT,00000011,FIO RIGIDO  1,5MM(14)                             
001132,0022,00050000,00000000,00000000,000000006146,00000115,MT,00000020,FIO RIGIDO  2,5MM(12)                             
001133,0022,00030000,00000000,00000000,000000009800,00000180,MT,00000033,FIO RIGIDO  4,0MM(10)                             
001134,0022,00020000,00000000,00000450,000000014614,00000260,MT,00000052,FIO RIGIDO  6,0MM(08)                             
001135,0022,00020000,00000000,00025100,000000029308,00000440,MT,00000080,FIO RIGIDO 10,0MM(06)                             
001136,0022,00020000,00000000,00007800,000000005122,00000130,MT,00000013,FIO PARALELO 2 X 0,50                             
001137,0022,00020000,00000000,00006690,000000007075,00000140,MT,00000019,FIO PARALELO 2 X 0,75                             
001138,0022,00020000,00000000,00022740,000000006223,00000160,MT,00000023,FIO PARALELO 2 X 1,00                             
001139,0022,00020000,00000000,00029360,000000010343,00000190,MT,00000032,FIO PARALELO 2 X 1,50                             
001140,0022,00010000,00000000,00011850,000000015623,00000260,MT,00000050,FIO PARALELO 2 X 2,50                             
001141,0022,00010000,00000000,00013385,000000020671,00000390,MT,00000079,FIO PARALELO 2 X 4,00                             
001142,0022,00010000,00000000,00023550,000000004771,00000100,MT,00000011,FIO PARAL.BICOLOR 2X0,50                          
001143,0022,00020000,00000000,00000200,000000001781,00000080,MT,00000006,FIO ANTENA TV SIMPLES                             
001144,0022,00000000,00000000,00007500,000000004000,00000080,UN,00000000,ADAPTADOR P/PINO CHATO                            
001145,0029,00000300,00000000,00000100,000000589900,00008990,UN,00003988,DUCHA FAME EVIDENCE 127/5400                      
001146,0029,00002000,00000000,00000000,000000194836,00002990,UN,00001198,KIBANHO BRANCA FAME                               
001147,0029,00000100,00000000,00000000,000000321000,00010800,UN,00000000,TORN.ELETRICA FAME REF013                         
001148,0029,00000300,00000000,00000200,000000011300,00002890,UN,00000000,RESIST.FAME CHUV.TRAD.                            
001149,0029,00001200,00000000,00000600,000000054780,00001750,UN,00000214,RESIST.FAME DUCHA(ANTIGO)REF021                   
001150,0029,00000500,00000000,00000000,000000050160,00001650,UN,00000373,CHUVEIRINHO C/2MT MANG.FAME REF060                
001151,0029,00000300,00000000,00000000,000000053882,00001470,UN,00000289,TOM.MULT DUPLA FAME 2P REF1831                    
001152,0029,00000300,00000000,00000200,000000119610,00002100,UN,00000457,TOM.MULT.TRIPLA FAME 2P+T 10A REF.2700            
001153,0029,00000300,00000000,00000000,000000148250,00002590,UN,00000000,TOM.MULT.QUAD.FAME 2P+T 10A REF2701               
001154,0029,00003000,00000000,00003000,000000032450,00000590,UN,00000125,INTER.EXT.FAME 1 TECLA SIMP.REF222                
001155,0029,00000600,00000000,00000000,000000023430,00000690,UN,00000207,INTER.EXT.FAME 2 TECLA SIMP.REF223                
001156,0029,00000500,00000000,00000000,000000003800,00000180,UN,00000000,PLACA FAME 4X2 F1 REF225 FURO PEQ.                
001157,0019,00000000,00000000,00001200,000000036366,00000590,UN,00000000,PA LIXO PLAST.C/CABO 60CM                         
001158,0029,00004000,00000000,00002700,000000035030,00000590,UN,00000132,CONJ.FAME 4X2 1TECLA SIMPL.REF244                 
001159,0029,00001000,00000000,00000000,000000029210,00000725,UN,00000154,CONJ.FAME 4X2 1TECLA PARAL.REF245                 
001160,0029,00002000,00000000,00000600,000000014000,00000750,UN,00000000,CONJ.FAME 4X2 1TECLA CAMPAN.REF246                
001161,0029,00001500,00000000,00002300,000000068090,00001090,UN,00000227,CONJ.FAME 4X2 2TEC.SIMP REF2484                   
001162,0029,00001500,00000000,00000000,000000048672,00001290,UN,00000346,CONJ.FAME 4X2 3TECLAS SIMP.REF251                 
001163,0029,00000000,00000000,00002000,000000056666,00000850,UN,00000000,MOD.FAME EVID.INTER.PARAL.16A REF0338             
001164,0029,00001500,00000000,00001100,000000020000,00000820,UN,00000334,CONJ.FAME 4X2 1TEC+1TOM S/PLACA REF2278           
001165,0007,00004000,00000000,00002700,000000016399,00000250,UN,00000163,COPO AMERICANO 300ML                              
001166,0049,00000000,00000000,00000000,000000099400,00001490,UN,00000170,JARRA VIDRO LUNA CIV C/TAMPA 1,5LT                
001167,0029,00005000,00000000,00001100,000000063300,00000990,UN,00000090,PLUGUE FAME 2P 3SAIDAS REF1935                    
001168,0029,00005000,00000000,00005200,000000021090,00000350,UN,00000041,PLUGUE FAME BIP.2P PEQ.10A REF2400                
001169,0029,00005000,00000000,00001600,000000023350,00000450,UN,00000063,PLUGUE FAME BIP.2P 90ø REF1453 SAIDA LAT.         
001170,0029,00006000,00000000,00000100,000000192225,00003190,UN,00000071,TORN.FAME CISNE BICA ALTA/BALC REF2395            
001171,0029,00000600,00000000,00000000,000000035400,00001125,UN,00000000,CIGARRA ELET.EMB.4X2 FAME REF477                  
001172,0029,00000600,00000000,00000000,000000090620,00001380,UN,00000384,CIGARRA ELET.EXT.FAME REF479                      
001173,0029,00005000,00000000,00001400,000000028780,00000550,UN,00000052,PLUGUE FAME JUN€ÇO FEMEA 180 REF1417              
001174,0029,00000000,00000000,00000100,000000096825,00001650,UN,00000319,TORN.FAME CISNE TANQUE BICA/LONGA REF2637         
001175,0029,00005000,00000000,00000000,000000185650,00003090,UN,00000056,TORN.FAME CISNE LAVAT.BICA/ALTA REF2693           
001176,0029,00001200,00000000,00000000,000000024400,00000480,UN,00000193,INTER.EXT.FAME 1 TECLA CAMP.REF305                
001177,0029,00000000,00000000,00000000,000000141225,00002650,UN,00000000,TORN.FAME CISNE COZINHA.BICA/RETA REF2772         
001178,0029,00000300,00000000,00000100,000000165625,00002750,UN,00000000,TORN.FAME DIAMANTE TANQ/MAQ REF2802               
001179,0029,00000300,00000000,00000100,000000114275,00001750,UN,00000000,QUADRO DISTR.FAME 3NEMA/4DIN REF2583              
001180,0029,00000000,00000000,00000800,000000049200,00001990,UN,00000000,CONJ.FAME 4X4 3TECLAS+1TOM.REF339                 
001181,0029,00000000,00000000,00000000,000000197555,00002990,UN,00000000,QUADRO DISTR.FAME 6NEMA/8DIN REF2639              
001182,0029,00001200,00000000,00000000,000000032100,00000490,UN,00000089,INTER.PERA SIMPLES FAME REF399                    
001183,0029,00000600,00000000,00000000,000000251300,00004850,UN,00000980,FERRO SOLDAR 30W X 127V REF917                    
001184,0029,00001000,00000000,00001000,000000062860,00000940,UN,00000682,LINHA EXT.FAME CONJ.1TEC+1TOM 2P+T REF1409        
001185,0029,00000600,00000000,00000000,000000006100,00000480,UN,00000000,CHUVEIRINHO MANUAL FAME REF618                    
001186,0022,00000500,00000000,00000000,000000008800,00000150,UN,00000198,PLUGUE P/TELEFONE PRETO                           
001187,0022,00000500,00000000,00001300,000000012055,00000215,UN,00000000,TOM.TELE ADAPT.AMER.FRONTAL 4008                  
001188,0029,00000300,00000000,00001400,000000010375,00000160,UN,00000000,FITA ISOL.FAME 19X05MT                            
001189,0029,00000600,00000000,00002700,000000031380,00000590,UN,00000000,PLUGUE FAME 2P+T PRETO TRIP.REF794                
001190,0029,00000600,00000000,00002200,000000017891,00000270,UN,00000327,FITA ISOL.FAME 19X10MT                            
001191,0029,00000600,00000000,00001100,000000033230,00000495,UN,00000091,FITA ISOL.FAME 19X20MT                            
001192,0017,00001000,00000000,00003700,000000012995,00000360,UN,00000051,PORTA CADEADO ROCHA  50MM(2")                     
001193,0017,00001000,00000000,00001700,000000016737,00000430,UN,00000055,PORTA CADEADO ROCHA  65MM(21/2)                   
001194,0017,00001000,00000000,00000000,000000021825,00000570,UN,00000119,PORTA CADEADO ROCHA  90MM(31/2")                  
001195,0017,00001000,00000000,00001300,000000045463,00000890,UN,00000123,PORTA CADEADO ROCHA 115MM(41/2)                   
001196,0019,00000600,00000000,00000000,000000008400,00000150,LT,00000000,NEOCID PO 50GR                                    
001197,0017,00001200,00000000,00001700,000000011100,00000170,UN,00000054,CANTONEIRA P/PRAT.04X06                           
001198,0017,00001200,00000000,00002000,000000012750,00000210,UN,00000049,CANTONEIRA P/PRAT.06X08                           
001199,0017,00001200,00000000,00000800,000000016525,00000300,UN,00000068,CANTONEIRA P/PRAT.08X10                           
001200,0017,00001200,00000000,00001000,000000022278,00000370,UN,00000090,CANTONEIRA P/PRAT.10X12                           
001201,0017,00000600,00000000,00001000,000000034750,00000550,UN,00000139,DOBRAD.PORTEIRA N.0 SAO ROMAO                     
001202,0017,00000600,00000000,00000700,000000060200,00000980,UN,00000162,DOBRAD.PORTEIRA N.1 SAO ROMAO                     
001203,0017,00000600,00000000,00000000,000000054700,00000895,UN,00000192,DOBRAD.PORTEIRA 220X90X3/16 TARZA                 
001204,0023,00000000,00000000,00001300,000000088900,00001440,UN,00000000,COLORGIN LISO GRAFITE METALICO                    
001205,0023,00000000,00000000,00001500,000000098900,00001440,UN,00000000,COLORGIN LISO VERDE AMAZ METALICO                 
001206,0017,00001200,00000000,00002000,000000060010,00000960,UN,00000190,CADEADO STAM 20MM                                 
001207,0017,00001200,00000000,00006700,000000070710,00001190,UN,00000241,CADEADO STAM 25MM                                 
001208,0017,00001200,00000000,00002500,000000069220,00001260,UN,00000239,CADEADO STAM 30MM                                 
001209,0017,00001000,00000000,00000700,000000083680,00001490,UN,00000306,CADEADO STAM 35MM                                 
001210,0017,00001000,00000000,00000800,000000110810,00001950,UN,00000389,CADEADO STAM 45MM                                 
001211,0017,00000600,00000000,00000300,000000073150,00001390,UN,00000214,CADEADO STAM SEGREDO 25MM                         
001212,0017,00000600,00000000,00000600,000000138984,00002495,UN,00000382,CADEADO STAM SEGREDO 40MM                         
001213,0017,00000000,00000000,00000000,000000024472,00000370,UN,00000000,MINI FECHO CHATO  224 X  35                       
001214,0017,00000000,00000000,00000000,000000025599,00000395,UN,00000000,MINI FECHO CHATO  224 X  45                       
001215,0017,00000000,00000000,00000000,000000013500,00000450,UN,00000077,MINI FECHO CHATO  224 X  75                       
001216,0017,00000000,00000000,00000600,000000015700,00000520,UN,00000080,MINI FECHO CHATO  224 X 100                       
001217,0017,00000000,00000000,00000800,000000021098,00000530,UN,00000000,FECHO FIO CHATO ROCHA 1111X 60                    
001218,0017,00000000,00000000,00001100,000000022998,00000560,UN,00000000,FECHO FIO CHATO ROCHA 1111X 80                    
001219,0017,00000000,00000000,00000200,000000017568,00000590,UN,00000000,FECHO FIO CHATO ROCHA 1111X100                    
001220,0017,00000000,00000000,00000000,000000016128,00000250,UN,00000000,TRINCO P/POSTIGO ROCHA 666                        
001221,0017,00000000,00000000,00001700,000000009000,00000990,UN,00000000,TRAMELA ROCHA REF 012                             
001222,0022,00003000,00000000,00000400,000000015263,00000240,UN,00000050,PLAFUNIER ALUMINIO                                
001223,0012,00001000,00000000,00001900,000000007872,00000190,RL,00000043,LINHA PESCA 20 100MT                              
001224,0012,00001000,00000000,00001600,000000008800,00000210,RL,00000042,LINHA PESCA 25 100MT                              
001225,0012,00001000,00000000,00001200,000000015900,00000240,RL,00000047,LINHA PESCA 30 100MT                              
001226,0012,00001000,00000000,00001100,000000018800,00000285,RL,00000064,LINHA PESCA 35 100MT                              
001227,0012,00001000,00000000,00001400,000000022200,00000340,RL,00000078,LINHA PESCA 40 100MT                              
001228,0012,00001000,00000000,00001200,000000014897,00000400,RL,00000094,LINHA PESCA 45 100MT                              
001229,0012,00001000,00000000,00000400,000000033000,00000500,RL,00000105,LINHA PESCA 50 100MT                              
001230,0012,00001000,00000000,00001300,000000041500,00000630,RL,00000139,LINHA PESCA 60 100MT                              
001231,0012,00001200,00000000,00001600,000000014072,00000215,UN,00000057,VARA PESCAR BAMBU 2(2,00MT)                       
001232,0015,00000300,00000000,00000000,000000055900,00001950,UN,00000316,SELIM MTB PRETO C/PRATA 19126                     
001233,0030,00000000,00000000,00000000,000000025000,00000375,UN,00000000,GRELHA RED INOX S/CAIX.10CM                       
001234,0021,00000000,00000000,00000800,000000044700,00000590,UN,00000000,GRELHA RED INOX S/CAIX.15CM                       
001235,0021,00000000,00000000,00000000,000000051061,00000750,UN,00000000,GRELHA QUADR.INOX C/CAIX.10CM                     
001236,0030,00000000,00000000,00000800,000000040740,00000650,UN,00000000,GRELHA QUADR.ASTRA ROTAT.CR.10,2X10,2(GRB4)       
001237,0030,00000300,00000000,00000000,000000335616,00005290,UN,00001069,TORN.BIGLU LAVAT.CROM.7194 C50 LUXO               
001238,0030,00000600,00000000,00000100,000000219989,00003800,UN,00000650,REG.PRESSAO BIGLU 7416 C50 1/2                    
001239,0030,00000600,00000000,00000600,000000239750,00003995,UN,00000672,REG.PRESSAO BIGLU 7416 C50 3\4                    
001240,0030,00000200,00000000,00000400,000000250658,00004250,UN,00000798,TORN.BIGLU M.LAVAR 1053 3/4 CHAV.                 
001241,0030,00000600,00000000,00000000,000000161100,00003190,UN,00000599,TORN.BIGLU LAVAT.CROM.1193 C23                    
001242,0030,00000600,00000000,00000000,000000235172,00003790,UN,00000588,TORN.BIGLU PIA 7158 C38 C/AREJ.18CM               
001243,0030,00000600,00000000,00000400,000000263453,00004160,UN,00000638,TORN.BIGLU PIA 7159 C38 C/AREJ.22CM               
001244,0030,00000600,00000000,00000100,000000171662,00002790,UN,00000349,TORN.BIGLU TANQUE CROM.7126 1/2 12CM              
001245,0030,00000600,00000000,00000100,000000192135,00003090,UN,00000424,TORN.BIGLU JARD.CROM.7130 1/2 12CM                
001246,0030,00000000,00000000,00000900,000000021000,00000850,UN,00000000,PROLONGADOR TORNEIRA CROM.3/4                     
001247,0030,00001200,00000000,00000900,000000124697,00001890,UN,00000336,REG.PRESSAO BRUTO 1/2 1400                        
001248,0030,00001200,00000000,00001200,000000135854,00002150,UN,00000360,REG.PRESSAO BRUTO 3/4 1400                        
001249,0030,00001200,00000000,00000500,000000070300,00001350,UN,00000247,REG.GAVETA 1509  1/2"                             
001250,0030,00001200,00000000,00000300,000000092466,00001390,UN,00000387,REG.GAVETA 1509  3/4"                             
001251,0030,00000300,00000000,00000100,000000086000,00002490,UN,00000565,REG.GAVETA 1509  1"                               
001252,0030,00000300,00000000,00000200,000000274350,00004120,UN,00001072,REG.GAVETA 1509  11/2"                            
001253,0030,00000200,00000000,00000000,000000139000,00000000,UN,00000000,REG.GAVETA 1509  2"                               
001254,0030,00000000,00000000,00000400,000000089620,00001550,CA,00000000,CABIDE BIGLU GRECIA LUXO 4001                     
001255,0025,00000000,00000000,00000200,000000569680,00009790,CA,00000000,PORTA PVC SANF.DUDA 80 CINZA                      
001256,0025,00000000,00000000,00000300,000000569501,00009790,CA,00000000,PORTA PVC SANF.DUDA 80 BEGE                       
001257,0030,00000000,00000000,00000600,000000059640,00000995,CA,00000000,CABIDE BIGLU GRECIA SIMPLES 4000                  
001258,0025,00000000,00000000,00000500,000000390000,00005990,CA,00000000,PORTA CALHA PADRAO CEDRINHO 210X80                
001259,0017,00000000,00000000,00000000,000000019500,00000295,CA,00000000,PREGO ACO 18X24 CART.                             
001260,0025,00000000,00000000,00000000,000000390000,00005990,CA,00000000,PORTA CALHA PADRAO CEDRINHO 210X70                
001261,0016,00000200,00000000,00000300,000000058740,00001990,UN,00000000,BROCA VIDEA E.LONGA 350X1/2 (12,0MM)              
001262,0021,00000600,00000000,00000100,000000056400,00000850,CA,00000000,PORTA TOALHA BANHO KAPLAS                         
001263,0001,00000000,00000000,00000000,000000004266,00000080,UN,00000042,ALFINETE FRALDA                                   
001264,0021,00001500,00000000,00002200,000000019992,00000330,UN,00000077,TORN.HERC TANQUE 1\2                              
001265,0021,00001500,00000000,00000900,000000021858,00000380,UN,00000088,TORN.HERC PIA 1\2 15CM                            
001266,0021,00000600,00000000,00001200,000000058891,00000990,UN,00000266,TORN.HERC LAVATORIO 1\2                           
001267,0021,00001200,00000000,00000600,000000038367,00000650,UN,00000148,TORN.HERC ALAVANCA 1\2                            
001268,0021,00001200,00000000,00000600,000000036800,00000560,UN,00000154,REG.HERC ROSCA 1\2                                
001269,0021,00001200,00000000,00000500,000000039900,00000620,UN,00000165,REG.HERC ROSCA 3\4                                
001270,0021,00001200,00000000,00000800,000000036200,00000680,UN,00000251,REG.HERC SOLDA 20MM                               
001271,0021,00001200,00000000,00000700,000000038600,00000740,UN,00000266,REG.HERC SOLDA 25MM                               
001272,0021,00001500,00000000,00002700,000000015762,00000320,UN,00000094,TORN.HERC JARDIM 1\2                              
001273,0021,00000000,00000000,00000100,000000053200,00000795,UN,00000000,REG.TIGRE PRESSAO 1/2 ROSCA                       
001274,0021,00000000,00000000,00000600,000000059200,00000815,UN,00000000,REG.TIGRE PRESSAO 3/4 ROSCA                       
001275,0021,00000600,00000000,00000000,000000065600,00001150,UN,00000470,REG.ESF.AMANCO ROSCA 1/2"                         
001276,0021,00000600,00000000,00000200,000000087600,00001390,UN,00000478,REG.ESF.AMANCO ROSCA 3/4"                         
001277,0021,00000300,00000000,00000000,000000117800,00001950,UN,00000823,REG.ESF.AMANCO ROSCA 1"                           
001278,0021,00000300,00000000,00000000,000000191900,00002590,UN,00001309,REG.ESF.AMANCO ROSCA 11/2"                        
001279,0021,00000200,00000000,00000000,000000220850,00004590,UN,00000000,REG.ESF.AMANCO ROSCA 2"                           
001280,0021,00000000,00000000,00000400,000000009606,00000190,UN,00000000,TORN.VIQUA TANQUE                                 
001281,0021,00000000,00000000,00000300,000000049800,00001690,UN,00000000,TORN.THORNELLA TIGRE LAVAT.AZUL 1/2               
001282,0021,00000000,00000000,00000200,000000047500,00001690,UN,00000000,TORN.THORNELLA TIGRE TANQUE AZUL 1/2              
001283,0021,00000000,00000000,00000100,000000373500,00005990,UN,00000000,REG.FABRIMAR GAVETA 1509 11 2                     
001284,0021,00000000,00000000,00000200,000000049000,00001990,UN,00000000,REG.THORNELLA TIGRE PRESSAO AZUL 3/4              
001285,0022,00000000,00000000,00000000,000000029000,00002190,UN,00000000,CHAVE BLINDADA 30A-250V                           
001286,0028,00002000,00000000,00042200,000000001269,00000020,UN,00000002,PARAF.SEXTAV.S/P 1/4X1"                           
001287,0028,00002000,00000000,00016500,000000001579,00000025,UN,00000004,PARAF.SEXTAV.S/P 1/4X11/2                         
001288,0028,00002000,00000000,00016200,000000001844,00000030,UN,00000006,PARAF.SEXTAV.S/P 1/4X2"                           
001289,0028,00002000,00000000,00006400,000000001764,00000035,UN,00000000,PARAF.SEXTAV.S/P 1/4X21/2                         
001290,0028,00002000,00000000,00018400,000000002074,00000035,UN,00000004,PARAF.SEXTAV.S/P 5/16X1"                          
001291,0028,00002000,00000000,00006400,000000002363,00000035,UN,00000006,PARAF.SEXTAV.S/P 5/16X11/2                        
001292,0028,00002000,00000000,00012900,000000002771,00000045,UN,00000006,PARAF.SEXTAV.S/P 5/16X2"                          
001293,0028,00002000,00000000,00001100,000000002586,00000050,UN,00000006,PARAF.SEXTAV.S/P 5/16X21/2                        
001294,0028,00002000,00000000,00000000,000000001990,00000050,UN,00000007,PARAF.SEXTAV.S/P 3/8X1"                           
001295,0028,00002000,00000000,00008300,000000003920,00000070,UN,00000000,PARAF.SEXTAV.S/P 3/8X11/2                         
001296,0028,00002000,00000000,00008100,000000002994,00000070,UN,00000013,PARAF.SEXTAV.S/P 3/8X2"                           
001297,0028,00002000,00000000,00007800,000000004263,00000080,UN,00000000,PARAF.SEXTAV.S/P 3/8X21/2                         
001298,0028,00003000,00000000,00013200,000000001662,00000035,UN,00000000,PARAF.FRANCES 1/4X1"                              
001299,0028,00003000,00000000,00015600,000000002290,00000040,UN,00000005,PARAF.FRANCES 1/4X11/2                            
001300,0028,00003000,00000000,00024000,000000002714,00000045,UN,00000006,PARAF.FRANCES 1/4X2"                              
001301,0028,00003000,00000000,00024600,000000003022,00000050,UN,00000007,PARAF.FRANCES 1/4X21/2                            
001302,0028,00003000,00000000,00006900,000000003272,00000055,UN,00000009,PARAF.FRANCES 1/4X3"                              
001303,0028,00003000,00000000,00017600,000000003632,00000060,UN,00000010,PARAF.FRANCES 1/4X31/2                            
001304,0028,00003000,00000000,00011700,000000003138,00000070,UN,00000010,PARAF.FRANCES 1/4X4"                              
001305,0028,00003000,00000000,00036500,000000002680,00000040,UN,00000000,PARAF.FRANCES 5/16X1"                             
001306,0028,00003000,00000000,00022800,000000003356,00000055,UN,00000000,PARAF.FRANCES 5/16X11/2                           
001307,0028,00003000,00000000,00008000,000000003418,00000065,UN,00000010,PARAF.FRANCES 5/16X2"                             
001308,0028,00003000,00000000,00012200,000000004486,00000070,UN,00000012,PARAF.FRANCES 5/16X21/2                           
001309,0028,00003000,00000000,00006200,000000005356,00000080,UN,00000013,PARAF.FRANCES 5/16X3"                             
001310,0028,00003000,00000000,00009700,000000005152,00000090,UN,00000014,PARAF.FRANCES 5/16X31/2                           
001311,0028,00003000,00000000,00006400,000000005938,00000100,UN,00000016,PARAF.FRANCES 5/16X4"                             
001312,0028,00003000,00000000,00003200,000000007156,00000110,UN,00000017,PARAF.FRANCES 5/16X41/2                           
001313,0028,00003000,00000000,00003200,000000007638,00000115,UN,00000018,PARAF.FRANCES 5/16X5"                             
001314,0028,00003000,00000000,00009900,000000008228,00000125,UN,00000020,PARAF.FRANCES 5/16X51/2                           
001315,0028,00003000,00000000,00009000,000000007129,00000135,UN,00000021,PARAF.FRANCES 5/16X6"                             
001316,0028,00003000,00000000,00006200,000000002440,00000095,UN,00000014,PARAF.FRANCES 3/8X2"                              
001317,0028,00003000,00000000,00009400,000000005696,00000110,UN,00000014,PARAF.FRANCES 3/8X21/2                            
001318,0028,00003000,00000000,00011500,000000007986,00000120,UN,00000017,PARAF.FRANCES 3/8X3"                              
001319,0028,00003000,00000000,00004500,000000006633,00000135,UN,00000021,PARAF.FRANCES 3/8X31/2                            
001320,0028,00003000,00000000,00003200,000000007142,00000145,UN,00000024,PARAF.FRANCES 3/8X4"                              
001321,0028,00003000,00000000,00002500,000000008058,00000160,UN,00000024,PARAF.FRANCES 3/8X41/2                            
001322,0028,00003000,00000000,00003800,000000008698,00000185,UN,00000028,PARAF.FRANCES 3/8X5"                              
001323,0028,00003000,00000000,00004400,000000012290,00000190,UN,00000020,PARAF.FRANCES 3/8X51/2                            
001324,0028,00003000,00000000,00010100,000000009828,00000200,UN,00000032,PARAF.FRANCES 3/8X6"                              
001325,0028,00003000,00000000,00002300,000000011807,00000210,UN,00000000,PARAF.FRANCES 3/8X61/2                            
001326,0028,00003000,00000000,00005000,000000015094,00000230,UN,00000036,PARAF.FRANCES 3/8X7"                              
001327,0028,00003000,00000000,00003200,000000014278,00000255,UN,00000040,PARAF.FRANCES 3/8X8"                              
001328,0028,00003000,00000000,00001500,000000017802,00000285,UN,00000038,PARAF.FRANCES 3/8X9"                              
001329,0028,00005000,00000000,00022500,000000000100,00000003,UN,00000000,PARAF.A/ATARR.2,9 X 6,5                           
001330,0030,00000000,00000000,00000100,000000051000,00001890,UN,00000000,REG.GAVETA DECA 3/4 BRUTO                         
001331,0017,00000000,00000000,00000100,000000382400,00005790,UN,00000000,FECHAD.POLYFORTE COMERCIAL TETRA SOLO             
001332,0028,00005000,00000000,00052900,000000000240,00000006,UN,00000000,PARAF.A/ATARR.3,5 X 9,5                           
001333,0028,00005000,00000000,00002400,000000000221,00000005,UN,00000001,PARAF.A/ATARR.3,5 X 16                            
001334,0028,00005000,00000000,00048600,000000000321,00000010,UN,00000001,PARAF.A/ATARR.3,5 X 22                            
001335,0028,00005000,00000000,00003300,000000000249,00000005,UN,00000001,PARAF.A/ATARR.3,9 X 13                            
001336,0028,00005000,00000000,00035700,000000000293,00000006,UN,00000000,PARAF.A/ATARR.3,9 X 19                            
001337,0028,00005000,00000000,00010500,000000000397,00000015,UN,00000001,PARAF.A/ATARR.3,9 X 25                            
001338,0028,00005000,00000000,00017700,000000000228,00000005,UN,00000001,PARAF.A/ATARR.4,2 X 9,5                           
001339,0028,00005000,00000000,00000000,000000000220,00000010,UN,00000001,PARAF.A/ATARR.4,2 X 16                            
001340,0028,00005000,00000000,00010300,000000000591,00000010,UN,00000001,PARAF.A/ATARR.4,2 X 25                            
001341,0028,00005000,00000000,00049000,000000000568,00000015,UN,00000001,PARAF.A/ATARR.4,2 X 32                            
001342,0028,00005000,00000000,00000400,000000000767,00000018,UN,00000002,PARAF.A/ATARR.4,2 X 38                            
001343,0028,00005000,00000000,00000000,000000000180,00000010,UN,00000001,PARAF.A/ATARR.4,8 X 16                            
001344,0028,00005000,00000000,00000000,000000000212,00000010,UN,00000002,PARAF.A/ATARR.4,8 X 19                            
001345,0028,00005000,00000000,00054900,000000000742,00000015,UN,00000002,PARAF.A/ATARR.4,8 X 32                            
001346,0028,00005000,00000000,00000400,000000001075,00000020,UN,00000004,PARAF.A/ATARR.4,8 X 45                            
001347,0028,00005000,00000000,00019000,000000000377,00000010,UN,00000000,PARAF.A/ATARR.4,2 X 45                            
001348,0028,00005000,00000000,00002900,000000000867,00000015,UN,00000000,PARAF.A/ATARR.5,5 X 19                            
001349,0028,00005000,00000000,00005400,000000000650,00000015,UN,00000003,PARAF.A/ATARR.5,5 X 25                            
001350,0028,00005000,00000000,00016600,000000001187,00000020,UN,00000000,PARAF.A/ATARR.5,5 X 38                            
001351,0028,00005000,00000000,00015900,000000001241,00000020,UN,00000004,PARAF.A/ATARR.5,5 X 45                            
001352,0028,00005000,00000000,00015400,000000001356,00000025,UN,00000004,PARAF.A/ATARR.5,5 X 50                            
001353,0028,00003000,00000000,00000000,000000000400,00000015,UN,00000000,PARAF.A/ATARR.6,3 X 16                            
001354,0028,00003000,00000000,00016500,000000001328,00000020,UN,00000000,PARAF.A/ATARR.6,3 X 22                            
001355,0028,00003000,00000000,00010100,000000001310,00000020,UN,00000000,PARAF.A/ATARR.6,3 X 45                            
001356,0028,00003000,00000000,00004900,000000001640,00000025,UN,00000005,PARAF.A/ATARR.6,3 X 50                            
001357,0013,00001200,00000000,00000000,000000021200,00000000,LT,00000166,COVULFIX 200GRS                                   
001358,0016,00000600,00000000,00000200,000000056000,00000935,UN,00000166,ESQUADRO C/PLAST.RAMADA 12"                       
001359,0022,00000500,00000000,00000100,000000049900,00001950,VR,00000000,HASTE TERRA COBREADA 3/8 2.40MT                   
001360,0022,00000500,00000000,00002200,000000011200,00000190,UN,00000039,CONECTOR P/HASTE COBREADA                         
001361,0016,00000300,00000000,00000000,000000163150,00002490,UN,00000000,PRUMO CENTRO 500GR BOGNAR                         
001362,0016,00000300,00000000,00000100,000000115100,00001890,UN,00000580,TESOURA P/GRAMA 12"                               
001363,0016,00000300,00000000,00000300,000000162000,00002450,UN,00000448,TESOURA TRAMONTINA COSTUREIRA(25912/108)          
001364,0017,00001200,00000000,00002900,000000008704,00000140,UN,00000027,TARGETA NIQUELADA 38MM                            
001365,0017,00001200,00000000,00002700,000000010522,00000170,UN,00000038,TARGETA NIQUELADA 51MM                            
001366,0017,00001200,00000000,00002000,000000015600,00000240,UN,00000047,TARGETA NIQUELADA 63MM                            
001367,0017,00001200,00000000,00003000,000000015900,00000290,UN,00000050,TARGETA NIQUELADA 76MM                            
001368,0017,00000600,00000000,00000000,000000049780,00000895,UN,00000198,FECHO PORTA CADEADO ROCHA 27X05"                  
001369,0017,00000600,00000000,00000200,000000052378,00000940,UN,00000223,FECHO PORTA CADEADO ROCHA 27X06"                  
